class,conf,x,y,z
stop sign,0.8169686198234558,0.6854617829623293,-0.5653610094389829,0.014643070048413684
stop sign,0.8282126188278198,0.6805724966040256,-0.5727540531245836,0.01315026889390325
stop sign,0.820930004119873,0.6778671555554765,-0.5749956652603759,0.012763528323108536
stop sign,0.8082503080368042,0.6761684966465742,-0.5675138359810508,0.011743300338584742
stop sign,0.830839216709137,0.6779593977131984,-0.5687449769161759,0.012320427534041
stop sign,0.8356839418411255,0.6771825359940169,-0.5688967735523589,0.012560738527621865
stop sign,0.8338077068328857,0.6783358286859067,-0.5680421040308209,0.0121306099453094
stop sign,0.8022369146347046,0.6828431221860916,-0.5674984952549279,0.01196481760604104
stop sign,0.8145387172698975,0.6791473813453464,-0.5710006747940006,0.010899964440337251
stop sign,0.8257566094398499,0.6798392002858682,-0.576868405627416,0.0110236838562323
stop sign,0.8088346123695374,0.6838328717758126,-0.5673624582588299,0.01313585304753069
stop sign,0.817872166633606,0.6795086986396672,-0.5676450891548525,0.013150372407582864
stop sign,0.8287181854248047,0.6878284647199591,-0.5640854410775482,0.014592178382933335
stop sign,0.8072465658187866,0.6799083952271414,-0.5713509023037462,0.014066338139980539
stop sign,0.8010081052780151,0.6780795160657336,-0.5680461164213058,0.014509060114416716
stop sign,0.8142962455749512,0.6780585732587183,-0.5674425988940413,0.014121657323233547
stop sign,0.8111086487770081,0.6787789632205956,-0.5706173778511632,0.013933064291021605
stop sign,0.8392716646194458,0.6766033328447949,-0.5708896449131051,0.014425249953324323
stop sign,0.5517450571060181,0.6726301298016009,-0.5868991720863692,0.007829499501789183
stop sign,0.7920446991920471,0.6758582055228382,-0.5750707261250763,0.0013722250081116827
stop sign,0.6867730617523193,0.6747293936928527,-0.5958770332676016,0.04520567063978728
stop sign,0.7738428115844727,0.6828623618758738,-0.5828845211238216,0.04634999919301799
stop sign,0.6630210280418396,0.6842129476498204,-0.5829896867483204,0.05396212379306212
stop sign,0.6809173226356506,0.6711509475020039,-0.589443225762543,0.06187479500118051
stop sign,0.61368328332901,0.6845026267869363,-0.5802173343372483,-0.005063794165123356
stop sign,0.41503387689590454,0.6867600067091577,-0.5792772083369433,0.07063670730891411
stop sign,0.5764949321746826,0.6765767579034332,-0.580158182022893,0.061290376621155385
stop sign,0.6542430520057678,0.6719039245858851,-0.5881657126877209,0.03907696478729597
stop sign,0.761397123336792,0.6817909303578698,-0.5748056573159737,0.031168960706259005
stop sign,0.5321664810180664,0.6763678988249593,-0.5822320489760955,0.025636290940834403
stop sign,0.4681200087070465,0.6530499742824167,-0.6005934510192588,-0.0063335361920619365
stop sign,0.45890581607818604,0.6846079037634563,-0.6481365389415944,-0.016077138167047797
stop sign,0.4731535315513611,0.6739095356260925,-0.6037360932847884,0.18431545974110403
stop sign,0.4326465427875519,0.5486036025563568,-0.5634538362172432,0.10554201006766326
stop sign,0.5981102585792542,0.5337064251249393,-0.64309071699443,0.13496089421928528
stop sign,0.6594748497009277,0.5332911950856909,-0.6559581541673959,0.12285813985013608
stop sign,0.4019933044910431,0.5466129910822293,-0.6208946697894797,0.13318646628785266
stop sign,0.4598388373851776,0.6324604391831863,-0.6024312511640517,0.16758687123873672
stop sign,0.418599009513855,0.6486452151543056,-0.5090785634429968,0.02396953092811821
stop sign,0.5044244527816772,0.641477581355423,-0.586457416613178,-0.015046049749695103
stop sign,0.5790906548500061,0.6424647185538017,-0.5758394996896974,0.10875254287226996
stop sign,0.5878676772117615,0.6478717315402065,-0.5826707065138017,0.10925535512916107
stop sign,0.601859986782074,0.6560147533158389,-0.5834074683492623,0.1051238936326763
stop sign,0.6029420495033264,0.6570776243432732,-0.586348021239142,0.10377092812666847
stop sign,0.6120886206626892,0.6589306828592534,-0.5897916959324299,0.10456754481111566
stop sign,0.5859519839286804,0.6621422080844597,-0.5806854695589982,0.10544345827077803
stop sign,0.591385543346405,0.6629252245018371,-0.582729496159226,0.1088738094152285
stop sign,0.6015411615371704,0.6579855158982189,-0.5789466163521254,0.1101438438347753
stop sign,0.5966525673866272,0.6526274188971848,-0.5794441591111932,0.1137464592029854
stop sign,0.5987409353256226,0.6520147594966428,-0.579891159100993,0.115975543871981
stop sign,0.5843742489814758,0.6478272220997314,-0.5808166579957763,0.11684822038812245
stop sign,0.6171994209289551,0.6438646103808523,-0.5843711605500405,0.11807570969716075
stop sign,0.6044895648956299,0.6481534159512008,-0.5798064056330972,0.11908408406707255
stop sign,0.5857835412025452,0.6427171208821107,-0.5890022558420516,0.117880675041316
stop sign,0.6031951904296875,0.643194351849421,-0.5837389067762929,0.11686018370381224
stop sign,0.5851296186447144,0.6401757092459781,-0.5881579102676587,0.1150298068595699
stop sign,0.5825510025024414,0.6429786190375353,-0.5895674929267242,0.11109476226398032
stop sign,0.42639198899269104,0.648992912179887,-0.583562867510192,-0.007618780681015611
stop sign,0.6116060614585876,0.667080081298161,-0.583686576785266,0.09136056313175203
stop sign,0.4135763645172119,0.6098770083408858,-0.5702308162120376,0.003670850146838503
stop sign,0.4996417760848999,0.6663566058545518,-0.564108781610886,0.0032834687754492997
stop sign,0.46271055936813354,0.6623069159577613,-0.5576806838766547,0.02789214228183004
stop sign,0.4678165018558502,0.7066363657326655,-0.4598606043246666,0.02225957219797073
stop sign,0.643652617931366,0.8293906058308314,-0.48090832443851506,0.0165406326296164
backpack,0.5482650399208069,-2.498378851281426,3.0818082975460044,0.5906414166557384
backpack,0.6388463973999023,-2.4588112890754816,2.960554132956676,0.6338195877813152
backpack,0.683330237865448,-2.521704333681706,3.025942530242989,0.6064401899975939
backpack,0.6621964573860168,-2.493323543482477,2.9301883719387356,0.4640310742522218
backpack,0.5860198736190796,-2.484934157818323,2.9264174704191794,0.6001595955950443
backpack,0.6267526149749756,-2.382456167134306,2.950301876004137,0.5402065691592339
backpack,0.6503580212593079,-2.3969771501574586,2.984276022948721,0.5159122411094138
backpack,0.6057264804840088,-2.392588739370276,2.9940012392271953,0.5705477982694983
backpack,0.5682024359703064,-2.3870823977118,2.974827214350327,0.555205088394207
backpack,0.5520681738853455,-2.408261442296921,2.970654092125346,0.5725938692546917
backpack,0.5555849075317383,-2.3819028281418824,2.9598317036158908,0.5794437038466088
backpack,0.4987052381038666,-2.401839174492272,2.9678785475008045,0.5794187312302969
backpack,0.5656198263168335,-2.3836461462633114,2.9586639515471163,0.6114703933082721
backpack,0.6003251075744629,-2.364463723208652,3.1746204635007373,0.5674331424640073
backpack,0.5926613807678223,-2.476418638142637,3.2435371009266207,0.5767124510542144
backpack,0.5971061587333679,-2.498104009627138,3.240611575555489,0.6161377482843662
backpack,0.5964802503585815,-2.50170603302723,3.252865034279269,0.6137438531428223
backpack,0.5656255483627319,-2.4744247607401633,3.258121348592129,0.5782332827976258
backpack,0.640739381313324,-2.3671422161486255,3.1731231740938344,0.6058227071101692
umbrella,0.41627609729766846,-3.4167330813741104,-0.5698129053126297,-0.09119302246564306
backpack,0.6615784764289856,-2.2759490401517946,3.332197131060931,0.6018125166346033
backpack,0.706795871257782,-2.3620116554930783,3.1129460622735095,0.6037951579172252
backpack,0.70494544506073,-2.3653234177470623,3.0337495595177546,0.5978894145176201
backpack,0.42404603958129883,-2.4041341735383686,2.9350941231765417,0.5814187545099678
backpack,0.8030236959457397,-2.460662301922602,2.904426774628604,0.5739826437719833
backpack,0.7928882837295532,-2.52296963810136,2.8826642670380416,0.5692539304431167
backpack,0.5627018213272095,-2.4775227148105223,2.8612511281302067,0.5693940181552575
backpack,0.4486965239048004,-2.4129116995425512,2.8747740638923225,0.5772331325681519
backpack,0.5559729337692261,-2.443504203158783,2.8713812317286562,0.5773649906990634
clock,0.47281697392463684,-3.6007525826318343,0.9098657238761636,-0.05738501780820258
clock,0.5982637405395508,-5.567981025616562,9.699147578407713,0.5996095955818203
clock,0.7246847152709961,-5.506436786984609,9.643611989839503,0.5772905358298803
clock,0.43117985129356384,-5.518396601451162,9.708797064720903,0.7374117835135579
clock,0.589242696762085,-5.564673649954573,9.618227361903394,0.6031896713511097
clock,0.572309136390686,-5.481491095409339,9.326930404564067,0.7671309461259737
clock,0.5347192287445068,-5.472632317647404,9.32856524303722,0.5295473276960985
clock,0.554026186466217,-5.552548462634255,9.676875725046411,0.6829794114247847
clock,0.7623936533927917,-5.540456683735124,9.6898242735563,0.6664363455745961
clock,0.6699000597000122,-5.636502957148286,9.68911224298661,0.5749021223839145
clock,0.5279781818389893,-5.5310727625134675,9.41058269874374,0.7721043551907604
clock,0.43935155868530273,-5.589017650956157,9.658450159579171,0.5998413590592346
clock,0.6376941800117493,-5.593633363048418,9.66267161664,0.6173897899106247
clock,0.6803675293922424,-5.594813678578113,9.661003934835886,0.6167534356115364
clock,0.6777664422988892,-5.597261961609244,9.659407305135934,0.6223027662911516
clock,0.7024612426757812,-5.612013226490494,9.647844163607127,0.644268907080169
clock,0.79469233751297,-5.5464713225817235,9.650466536428347,0.6333318222568008
clock,0.623318612575531,-5.575712672398754,9.644352539402984,0.6428379441955195
clock,0.6396186947822571,-5.585289745208941,9.64512826888869,0.6370433171884968
clock,0.6550498604774475,-5.583061419313637,9.646087608210852,0.639942951320831
clock,0.6612160205841064,-5.587909221141765,9.645137462130986,0.6444410321848764
clock,0.6447187662124634,-5.577115934719885,9.641881745972427,0.6454431835931191
clock,0.661167323589325,-5.570431806435488,9.63925056951647,0.6472862475066997
clock,0.6685076355934143,-5.592177112739943,9.639806995045348,0.6451361236260579
clock,0.6702421307563782,-5.587002306412346,9.638313197947154,0.6441142923780595
clock,0.6701844930648804,-5.59118133941389,9.634836350322818,0.63814104836163
clock,0.6525200009346008,-5.586915497829774,9.63905617704482,0.6331929114691317
clock,0.6285748481750488,-5.593835967309981,9.641225293256525,0.627980551081849
clock,0.6856019496917725,-5.5952528861407,9.640654829643278,0.6264943095870175
clock,0.6501321792602539,-5.5936822481636925,9.644339709566545,0.6207579446104743
clock,0.6476387977600098,-5.592865643806869,9.645179993721356,0.6174881524981892
clock,0.6608718633651733,-5.599695324950318,9.65174890090643,0.611717501509574
clock,0.6251311898231506,-5.600670548723941,9.649300086790173,0.6100129877992195
clock,0.6643130779266357,-5.596321102876332,9.648138664440443,0.6076399918707802
clock,0.6549814939498901,-5.597698584443246,9.647704578353684,0.6074426738212055
clock,0.6498404741287231,-5.589189603099518,9.6549601472071,0.6079081098490529
clock,0.6650710701942444,-5.59110287988316,9.655818621319073,0.6084289620468982
clock,0.6530866026878357,-5.592764948894108,9.653645121027743,0.6098179219921813
clock,0.6479290127754211,-5.5871509809080715,9.65582235666133,0.6098379330702313
clock,0.6471394896507263,-5.58525634139294,9.65776167975996,0.6118360063792001
clock,0.6309353709220886,-5.585809402848454,9.65304432642793,0.613366605980649
clock,0.6364418268203735,-5.5767223659901255,9.658672868350488,0.6148819079903266
clock,0.6668064594268799,-5.581399471084195,9.655078019811278,0.6157966652397198
clock,0.6507266759872437,-5.580005100488171,9.657954503120695,0.61674585685871
clock,0.6354604363441467,-5.586600144944177,9.65268226941805,0.6177618522276962
clock,0.6710397005081177,-5.5720144134387,9.65192340211649,0.618343869558597
clock,0.6506344079971313,-5.5891787919674565,9.650750328084072,0.6203759853425513
clock,0.6370331645011902,-5.573426457055832,9.648449078643548,0.6192152047632136
clock,0.642371654510498,-5.579233679006768,9.653040174450558,0.6190177472041186
clock,0.6831896901130676,-5.578409108100799,9.652240702548575,0.6177469817212357
clock,0.6354296207427979,-5.576148403240678,9.650611747660951,0.6194061203734871
clock,0.6834635138511658,-5.5921937302911315,9.669784158487861,0.7179484380690554
clock,0.5925387740135193,-5.611725556423633,9.660568176320739,0.6496578346926035
clock,0.6491883397102356,-5.647465820663803,9.65277994915337,0.8140975829150546
clock,0.5903109908103943,-5.601129087242161,9.641133289679274,0.6565759146866457
clock,0.4300210177898407,-5.574954919879341,9.609748646224773,0.7961347097906488
clock,0.6317760944366455,-5.58306127656893,9.62524605702304,0.6276938813397148
clock,0.6702229380607605,-5.603577620599352,9.651550834973595,0.6565558777425775
clock,0.6414796113967896,-5.594753284668628,9.667213436341136,0.6535101654646102
clock,0.5766372084617615,-5.60158630249386,9.687111789972345,0.6582795569120702
clock,0.6362471580505371,-5.597885489977337,9.690648347773566,0.6687527842638514
clock,0.6312315464019775,-5.59256395646315,9.677867948912649,0.6842986904753119
clock,0.5942777395248413,-5.594183682047534,9.671120407532323,0.6953605241237437
clock,0.635762095451355,-5.588786174767283,9.67002268887034,0.7099457198493107
clock,0.5810547471046448,-5.584705048565502,9.652284810767558,0.7173117260894741
clock,0.6016395092010498,-5.585092056356906,9.643524541517404,0.7228685229097533
clock,0.5817214846611023,-5.5884894308979485,9.63974438638197,0.7263162188842
clock,0.5627855658531189,-5.595950089630665,9.630817852973045,0.722608277933152
clock,0.581066906452179,-5.592622946110472,9.631845094621529,0.7227538879464513
clock,0.5893858075141907,-5.604984821705244,9.627856784965008,0.7177576709945628
clock,0.6124624609947205,-5.593785289280175,9.625615246238759,0.7123923755237941
clock,0.5958362221717834,-5.602578749727603,9.627745233585959,0.7078730728530435
clock,0.6018365621566772,-5.606233688751528,9.625970874819425,0.7035926569733679
clock,0.6008477210998535,-5.59466619960818,9.627788007524849,0.7012574091386972
clock,0.6010940074920654,-5.5932015808765225,9.63827417572691,0.6971332362544963
clock,0.6301948428153992,-5.606240548220295,9.640276452930317,0.692520606299897
clock,0.5780667662620544,-5.597320135930043,9.641483732635546,0.690689570112334
clock,0.6097193360328674,-5.5963964687291865,9.643495652175229,0.6875758857106085
clock,0.5792909264564514,-5.603100184857514,9.654003530526314,0.6862573816251446
clock,0.6275582313537598,-5.605242147341476,9.646581883995527,0.6836956285002926
clock,0.6195152997970581,-5.602737193924018,9.648843020207885,0.6828284486511007
clock,0.601338267326355,-5.611996369996499,9.647458197774696,0.6818277742224081
clock,0.5734529495239258,-5.544062714812242,9.685776558222578,0.6994151942136118
clock,0.6062775254249573,-5.577652017974398,9.660587896739255,0.6517139668476227
clock,0.8004331588745117,-5.516876080579089,9.69989320540818,0.6025604250697045
clock,0.5332462787628174,-5.51663470800874,9.694364995360843,0.6934449951793308
clock,0.7905420064926147,-5.570330799855855,9.714288378157168,0.6626328468797092
clock,0.7846370339393616,-5.558465459121598,9.706505030883232,0.7067065495478886
clock,0.676264226436615,-5.525659362518225,9.675728961435027,0.7352239726047525
clock,0.8624936938285828,-5.572329980561,9.656946734981867,0.7787263348393841
clock,0.8515931367874146,-5.515301455498906,9.349328654033025,0.627178383810491
clock,0.8118282556533813,-5.626183538109948,9.351181879839821,0.7219880159817135
clock,0.656030535697937,-5.606969143710301,9.700187550326495,0.6149448501587662
clock,0.7566003203392029,-5.604151241738242,9.698476887656867,0.7280856761019374
clock,0.708601713180542,-5.595591316706086,9.732251971182652,0.6731206271544021
clock,0.6919487118721008,-5.597507013090924,9.719196425961034,0.6268165747498116
clock,0.7683148980140686,-5.627560754616468,9.709226107538628,0.670680027199209
clock,0.8318911790847778,-5.574984374680212,9.69079570777609,0.607644696951473
clock,0.8727678060531616,-5.630872211991587,9.658797274085657,0.8030330677924835
clock,0.8532069325447083,-5.659116630135786,9.631100526517882,0.6406923038264418
clock,0.8299516439437866,-5.737704553909845,9.646517274961926,0.762544774732163
clock,0.7230478525161743,-5.643481384197177,9.633616798260192,0.7271009565754707
clock,0.8217177987098694,-5.702534314671634,9.689754915165354,0.7091872678643788
clock,0.869436502456665,-5.693277775251853,9.64521908744673,0.5896763080030832
clock,0.875729501247406,-5.6964788024006126,9.656983410629232,0.6263747944128217
clock,0.8903060555458069,-5.53290633068265,9.275573106066002,0.5867542397190593
clock,0.8773291707038879,-5.654190848065253,9.688595483484557,0.6305774915886647
clock,0.9100199937820435,-5.63588071750873,9.675162004191789,0.7155699075905098
clock,0.9038969874382019,-5.618773229951006,9.677376842099918,0.710781721222137
clock,0.861382007598877,-5.628575067800853,9.71352767769698,0.6135757084063392
clock,0.9003803730010986,-5.626750197992817,9.736897409010423,0.628132423375908
clock,0.8790421485900879,-5.6279797822166,9.726659216559275,0.6138075154044149
clock,0.8750893473625183,-5.620568385282244,9.752484788360889,0.6020179539749269
clock,0.8682476878166199,-5.613312380351442,9.718105623278317,0.6654425334755552
clock,0.9119589328765869,-5.622728008087076,9.742039904355165,0.6492432197022422
clock,0.8980399370193481,-5.599059989828714,9.712818452107026,0.672497685852732
clock,0.8987357020378113,-5.5678560758939515,9.762988213747368,0.627129382985448
clock,0.9004888534545898,-5.434686096493381,9.416711453022948,0.5467258235073356
clock,0.7471278309822083,-5.460935749437105,9.751988145870847,0.6945034228513458
clock,0.8979304432868958,-5.637639355738215,9.671055190602372,0.6428014143444196
clock,0.9075725078582764,-5.67500856657327,9.622238977132394,0.715380612218373
clock,0.9111607074737549,-5.665133620350405,9.648824390476317,0.6839458264665499
clock,0.8711913228034973,-5.617557576574768,9.68732940113084,0.6540891245419027
clock,0.8598794341087341,-5.62879399463274,9.699448658808127,0.6534283448393139
clock,0.8558026552200317,-5.625545339311804,9.70846538465706,0.6533580409351051
clock,0.8582961559295654,-5.618821442963567,9.711227985656441,0.6541095919925248
clock,0.8529207706451416,-5.6228079710841286,9.715715284734468,0.6593210672626529
clock,0.8554118871688843,-5.6138918218255,9.71754747428131,0.6639186241315012
clock,0.8582524061203003,-5.616427649963719,9.718797431527683,0.6680424323713989
clock,0.8563230633735657,-5.614217492879275,9.714297373814492,0.6754674519825021
clock,0.8585762977600098,-5.605262599157716,9.711308365188,0.6787525414959857
clock,0.8566645979881287,-5.6061691483599425,9.708740465451557,0.6818103814692897
clock,0.8537895679473877,-5.6066976350736875,9.706767753153876,0.6852301665039942
clock,0.8579984903335571,-5.608877790984562,9.705207494659483,0.6855250659140435
clock,0.8588172793388367,-5.615017749140197,9.703607145913562,0.6854810698260452
clock,0.857220470905304,-5.619003624573881,9.700315819957165,0.6849779704078186
clock,0.8560393452644348,-5.617673287822152,9.700294709155333,0.6856374057591388
clock,0.856911838054657,-5.615648132916409,9.697461498200024,0.6840358879393919
clock,0.8559926748275757,-5.6225417513225455,9.696336448909921,0.681537359444123
clock,0.8479803800582886,-5.622929545113851,9.69624261780901,0.6711867922721493
clock,0.8798204660415649,-5.624528862332932,9.667851301312984,0.6879417039509773
clock,0.8845574259757996,-5.582209104600311,9.692195158647932,0.6951687921551903
clock,0.8991780281066895,-5.597938756033367,9.701958007921023,0.5398595693430253
clock,0.906895101070404,-5.517132471690887,9.57251715909349,0.6500134248460322
clock,0.9024612903594971,-5.561638622553916,9.740512238003616,0.704802571715729
clock,0.9029732346534729,-5.449902527093979,9.351058117294572,0.5802204929395502
clock,0.5485414266586304,-5.763087649005509,9.512127469967115,0.6291808310547473
clock,0.755370020866394,-5.605306308636858,9.478656461946976,0.7551787626141749
clock,0.5038828253746033,-5.638952609927374,9.428080947499625,0.6252892989092655
clock,0.5487118363380432,-5.759917255071151,9.65592694896333,0.6728836865993577
clock,0.554104745388031,-5.703534687436905,9.591341174861286,0.6832563561311528
clock,0.543907642364502,-5.684822624054237,9.598263528882363,0.6861798234646844
clock,0.710716187953949,-5.730449835325898,9.634838276953989,0.6914812565607578
clock,0.6786028742790222,-5.672349437854131,9.600440326365323,0.6882386239055444
clock,0.7198877930641174,-0.36617620496075975,5.286772325095754,-0.06724601748389455
clock,0.6859861016273499,-5.674415229185399,9.596653215544954,0.6922168310010746
clock,0.6183209419250488,-5.692182139361744,9.5726923686424,0.6944828018912246
clock,0.6231476068496704,-5.662530702071336,9.60161120488632,0.6945035058028615
clock,0.5990839600563049,-5.6606346514739325,9.606293164453298,0.6948583871144398
clock,0.5912212133407593,-5.658469702531573,9.608746361611217,0.6933397862534496
clock,0.5922490954399109,-5.660248775286391,9.603864991901535,0.6928508507983822
clock,0.6319786310195923,-5.656535203090889,9.603190301480526,0.6902539706388848
clock,0.6354690194129944,-5.642646069128461,9.614013895977923,0.6890991530457923
clock,0.6091409921646118,-5.65287725114011,9.611469813502406,0.687370173896455
clock,0.6339696645736694,-5.647678164130432,9.622329247489104,0.6874455248764277
